156 185
1 0.00000000000000e+000 0.00000000000000e+000 0.00000000000000e+000
2 5.00000000000000e+000 0.00000000000000e+000 0.00000000000000e+000
3 5.00000000000000e+000 1.00000000000000e+000 0.00000000000000e+000
4 0.00000000000000e+000 1.00000000000000e+000 0.00000000000000e+000
5 2.00000000000000e-001 0.00000000000000e+000 0.00000000000000e+000
6 4.00000000000000e-001 0.00000000000000e+000 0.00000000000000e+000
7 6.00000000000000e-001 0.00000000000000e+000 0.00000000000000e+000
8 8.00000000000000e-001 0.00000000000000e+000 0.00000000000000e+000
9 1.00000000000000e+000 0.00000000000000e+000 0.00000000000000e+000
10 1.20000000000000e+000 0.00000000000000e+000 0.00000000000000e+000
11 1.40000000000000e+000 0.00000000000000e+000 0.00000000000000e+000
12 1.60000000000000e+000 0.00000000000000e+000 0.00000000000000e+000
13 1.80000000000000e+000 0.00000000000000e+000 0.00000000000000e+000
14 2.00000000000000e+000 0.00000000000000e+000 0.00000000000000e+000
15 2.20000000000000e+000 0.00000000000000e+000 0.00000000000000e+000
16 2.40000000000000e+000 0.00000000000000e+000 0.00000000000000e+000
17 2.60000000000000e+000 0.00000000000000e+000 0.00000000000000e+000
18 2.80000000000000e+000 0.00000000000000e+000 0.00000000000000e+000
19 3.00000000000000e+000 0.00000000000000e+000 0.00000000000000e+000
20 3.20000000000000e+000 0.00000000000000e+000 0.00000000000000e+000
21 3.40000000000000e+000 0.00000000000000e+000 0.00000000000000e+000
22 3.60000000000000e+000 0.00000000000000e+000 0.00000000000000e+000
23 3.80000000000000e+000 0.00000000000000e+000 0.00000000000000e+000
24 4.00000000000000e+000 0.00000000000000e+000 0.00000000000000e+000
25 4.20000000000000e+000 0.00000000000000e+000 0.00000000000000e+000
26 4.40000000000000e+000 0.00000000000000e+000 0.00000000000000e+000
27 4.60000000000000e+000 0.00000000000000e+000 0.00000000000000e+000
28 4.80000000000000e+000 0.00000000000000e+000 0.00000000000000e+000
29 5.00000000000000e+000 2.00000000000000e-001 0.00000000000000e+000
30 5.00000000000000e+000 4.00000000000000e-001 0.00000000000000e+000
31 5.00000000000000e+000 6.00000000000000e-001 0.00000000000000e+000
32 5.00000000000000e+000 8.00000000000000e-001 0.00000000000000e+000
33 4.80000000000000e+000 1.00000000000000e+000 0.00000000000000e+000
34 4.60000000000000e+000 1.00000000000000e+000 0.00000000000000e+000
